User ID,Username,Number of Posts,Followers Count,Following Count,Bio,External URL,Verified,Profile Pic,Posts_Dates,Real or Fake,,,,,,,,,,
2605565312,rolo.1k,10,1147,369,"$GTG baglife109 sipxd🤞🏾mikewrld🤞🏾
Tennstate 26💙|Pittsburgh
NEW YOUTUBE VIDEO 🎥👇🏾",https://linktr.ee/rolo1k,FALSE,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/289745137_554863809682753_6295950396742643148_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=Vn2VF56oE_0AX9wO_r4&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AT9wI17PSQ7_bj1_DJaMzbUBCvz1W5gsBQVzgA8mLXtQzA&oe=63520AB9&_nc_sid=8fd12b,"2022-09-05 18:44:32
2022-10-11 20:15:35
2022-09-05 18:44:32
2022-09-26 16:48:52
2022-10-05 21:46:15
2022-09-23 17:54:51
2022-09-14 16:51:55
2022-10-09 16:24:56
2022-10-02 17:51:25
2022-09-18 15:27:21
2022-09-04 21:40:57
2022-10-09 22:45:09
2022-10-08 21:44:19
2022-10-07 21:52:00
2022-10-07 19:34:49
2022-10-06 20:38:53
2022-10-07 05:30:20
",0,,,,,,,,,,
1604341758,teflon.gotti,0,0,1,,,FALSE,https://instagram.fcgh65-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?efg=eyJybWQiOiJpZ19hbmRyb2lkX21vYmlsZV9uZXR3b3JrX3N0YWNrX3dpdGhvdXRfZG5zX2NhY2hlXzI6bGlnZXJfZGVmYXVsdCJ9&_nc_ht=instagram.fcgh65-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=gsvQ8GMiFaYAX__4HGY&edm=ACHbZRIBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-5&oh=00_AT-KG2kQBqQ7NEsOiwb-K--4TyPIysT8K1BdLjO0orJbfQ&oe=635157CF&_nc_sid=4a9e64,"2022-09-05 18:44:32
2022-10-11 20:15:35
2022-09-05 18:44:32
2022-09-26 16:48:52
2022-10-05 21:46:15
2022-09-23 17:54:51
2022-09-14 16:51:55
2022-10-09 16:24:56
2022-10-02 17:51:25
2022-09-18 15:27:21
2022-09-04 21:40:57
2022-10-09 22:45:09
2022-10-08 21:44:19
2022-10-07 21:52:00
2022-10-07 19:34:49
2022-10-06 20:38:53
2022-10-07 05:30:20
",0,,,,,,,,,,
8486728618,d2live_wit_it,10,779,671,"God first 🙏🏾 artist, songwriter, producer, engineer, memphis made 〽️ “come home” out now ⏬ tsu26 🐯",https://instabio.cc/4032405CHrtW1,FALSE,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/310492769_3408945949429021_2446058857013387848_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=W9Zp_SFtA-QAX_pUGKb&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AT-OQs48LchiTkcJa1cdgTVCyRgcXN1Yh0AuvZfl-Ca08w&oe=63518F38&_nc_sid=8fd12b,"2022-09-05 18:44:32
2022-10-11 20:15:35
2022-09-05 18:44:32
2022-09-26 16:48:52
2022-10-05 21:46:15
2022-09-23 17:54:51
2022-09-14 16:51:55
2022-10-09 16:24:56
2022-10-02 17:51:25
2022-09-18 15:27:21
2022-09-04 21:40:57
2022-10-09 22:45:09
2022-10-08 21:44:19
2022-10-07 21:52:00
2022-10-07 19:34:49
2022-10-06 20:38:53
2022-10-07 05:30:20
2022-10-02 22:11:24
2022-09-30 05:24:57
2022-09-28 01:27:13
2022-09-21 06:40:45
2022-09-19 07:07:12
2022-09-15 05:10:00
",0,,,,,,,,,,
1466791401,_jay.b__,7,2908,2366,DayByDay🙏🏽,https://m.youtube.com/channel/UCokqp5NQdubgp-_XYmW8tYw,FALSE,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/271972496_671939384164173_6100152932647694428_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=iqOeL3unrfAAX8OvJcl&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AT85yJg11r7QwZdaWoTij0voftdmqvdgt7NrfxScJESBsQ&oe=6352B097&_nc_sid=8fd12b,"2022-09-05 18:44:32
2022-10-11 20:15:35
2022-09-05 18:44:32
2022-09-26 16:48:52
2022-10-05 21:46:15
2022-09-23 17:54:51
2022-09-14 16:51:55
2022-10-09 16:24:56
2022-10-02 17:51:25
2022-09-18 15:27:21
2022-09-04 21:40:57
2022-10-09 22:45:09
2022-10-08 21:44:19
2022-10-07 21:52:00
2022-10-07 19:34:49
2022-10-06 20:38:53
2022-10-07 05:30:20
2022-10-02 22:11:24
2022-09-30 05:24:57
2022-09-28 01:27:13
2022-09-21 06:40:45
2022-09-19 07:07:12
2022-09-15 05:10:00
2022-10-10 01:51:13
2022-10-08 15:04:57
2022-09-12 02:50:24
",0,,,,,,,,,,
8973807219,damionrallod,0,0,37,,,FALSE,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/80677833_764030077455743_8762702756742955008_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=4rJlBT-wx2YAX9qT6Rm&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AT_1XTMqTrdTCs832kRBwxrJCIPV-5ujRFJ4UwFfHbSiQA&oe=63513BA7&_nc_sid=8fd12b,"2022-09-05 18:44:32
2022-10-11 20:15:35
2022-09-05 18:44:32
2022-09-26 16:48:52
2022-10-05 21:46:15
2022-09-23 17:54:51
2022-09-14 16:51:55
2022-10-09 16:24:56
2022-10-02 17:51:25
2022-09-18 15:27:21
2022-09-04 21:40:57
2022-10-09 22:45:09
2022-10-08 21:44:19
2022-10-07 21:52:00
2022-10-07 19:34:49
2022-10-06 20:38:53
2022-10-07 05:30:20
2022-10-02 22:11:24
2022-09-30 05:24:57
2022-09-28 01:27:13
2022-09-21 06:40:45
2022-09-19 07:07:12
2022-09-15 05:10:00
2022-10-10 01:51:13
2022-10-08 15:04:57
2022-09-12 02:50:24
",0,,,,,,,,,,
1521607194,dr.jusfu_thompson,47,4655,6456,"Brown “24 
@brownpublichealth 
TSU Alumnus 21
Trust God 🙏🏿
🇯🇲🇸🇱",,FALSE,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/310616499_786157916003876_2600546518593812161_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=XEeLPCGpU7UAX-rv46T&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AT-w4IflHYWl269FkpsYYBOpr11VfX8A0z_V_BdO5FwEPQ&oe=6351A883&_nc_sid=8fd12b,"2022-09-05 18:44:32
2022-10-11 20:15:35
2022-09-05 18:44:32
2022-09-26 16:48:52
2022-10-05 21:46:15
2022-09-23 17:54:51
2022-09-14 16:51:55
2022-10-09 16:24:56
2022-10-02 17:51:25
2022-09-18 15:27:21
2022-09-04 21:40:57
2022-10-09 22:45:09
2022-10-08 21:44:19
2022-10-07 21:52:00
2022-10-07 19:34:49
2022-10-06 20:38:53
2022-10-07 05:30:20
2022-10-02 22:11:24
2022-09-30 05:24:57
2022-09-28 01:27:13
2022-09-21 06:40:45
2022-09-19 07:07:12
2022-09-15 05:10:00
2022-10-10 01:51:13
2022-10-08 15:04:57
2022-09-12 02:50:24
",0,,,,,,,,,,
34711494666,dc_moskitho,5,20926,3632,"reverence  || Ceo @iyo_design 
 📍Bas Peu De Chose 
🇭🇹 🇧🇧",https://twitter.com/dcmoskitho12?t=mo6SM9XkQY75-_TKnszt2A&s=09,FALSE,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/309311796_326951816303111_5197065647563580142_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=0rD7Bk2S_b4AX_famuy&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AT8NgkVQDmRN2QiYx-SYAiKOicDdDOK60LyojCDBw69iGQ&oe=635244D9&_nc_sid=8fd12b,"2022-09-05 18:44:32
2022-10-11 20:15:35
2022-09-05 18:44:32
2022-09-26 16:48:52
2022-10-05 21:46:15
2022-09-23 17:54:51
2022-09-14 16:51:55
2022-10-09 16:24:56
2022-10-02 17:51:25
2022-09-18 15:27:21
2022-09-04 21:40:57
2022-10-09 22:45:09
2022-10-08 21:44:19
2022-10-07 21:52:00
2022-10-07 19:34:49
2022-10-06 20:38:53
2022-10-07 05:30:20
2022-10-02 22:11:24
2022-09-30 05:24:57
2022-09-28 01:27:13
2022-09-21 06:40:45
2022-09-19 07:07:12
2022-09-15 05:10:00
2022-10-10 01:51:13
2022-10-08 15:04:57
2022-09-12 02:50:24
",0,,,,,,,,,,
1578785601,jaylaa.latricee._,2,2393,3052,"UofM ‘24💙🐯 | Nursing Student🩺💉
Sc👻: @qvvn_jayyy",,FALSE,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/277416900_366832385323488_6425998180263000422_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=egU8pOfnU1gAX8_N45M&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AT8z_26Rs8y6_AblY9aikIRHMn233kH3vllD0_GwYUT7Hg&oe=63522385&_nc_sid=8fd12b,"2022-09-05 18:44:32
2022-10-11 20:15:35
2022-09-05 18:44:32
2022-09-26 16:48:52
2022-10-05 21:46:15
2022-09-23 17:54:51
2022-09-14 16:51:55
2022-10-09 16:24:56
2022-10-02 17:51:25
2022-09-18 15:27:21
2022-09-04 21:40:57
2022-10-09 22:45:09
2022-10-08 21:44:19
2022-10-07 21:52:00
2022-10-07 19:34:49
2022-10-06 20:38:53
2022-10-07 05:30:20
2022-10-02 22:11:24
2022-09-30 05:24:57
2022-09-28 01:27:13
2022-09-21 06:40:45
2022-09-19 07:07:12
2022-09-15 05:10:00
2022-10-10 01:51:13
2022-10-08 15:04:57
2022-09-12 02:50:24
2022-10-01 16:14:38
",0,,,,,,,,,,
14822089754,titinuchiha,15,597,501,"“It’s beauty in the struggle, ugliness in the success”
TSU Alumnus 
OH ➡️ FL
Illuminating Conceptual 👾",,FALSE,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/298002353_3367937760159268_5985118965050359516_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=jwjL8TONTVEAX8hnYfa&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AT__j2OaR_6-MUmXBY320yjrBpuX1-FgmehUA72iMP-C6Q&oe=635184A7&_nc_sid=8fd12b,"2022-09-05 18:44:32
2022-10-11 20:15:35
2022-09-05 18:44:32
2022-09-26 16:48:52
2022-10-05 21:46:15
2022-09-23 17:54:51
2022-09-14 16:51:55
2022-10-09 16:24:56
2022-10-02 17:51:25
2022-09-18 15:27:21
2022-09-04 21:40:57
2022-10-09 22:45:09
2022-10-08 21:44:19
2022-10-07 21:52:00
2022-10-07 19:34:49
2022-10-06 20:38:53
2022-10-07 05:30:20
2022-10-02 22:11:24
2022-09-30 05:24:57
2022-09-28 01:27:13
2022-09-21 06:40:45
2022-09-19 07:07:12
2022-09-15 05:10:00
2022-10-10 01:51:13
2022-10-08 15:04:57
2022-09-12 02:50:24
2022-10-01 16:14:38
2022-09-07 23:16:03
2022-09-05 16:36:21
",0,,,,,,,,,,
417487097,trinnn.qt,17,7634,5722,"💕
Layla 🕊One & Only❤️ -Be Yourself Don’t Change For Anyone❤️‍🩹~Trinnn ,Romans 10 : 9-10🤍",,FALSE,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/299645381_785076115868476_3729548688324285013_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=NwAtdKwCNPMAX-nRMOH&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AT8YiNzHgYXBir2s2H9WRbdJsL1qlXknYZJrZ_XBFM1xWQ&oe=63528074&_nc_sid=8fd12b,"2022-09-05 18:44:32
2022-10-11 20:15:35
2022-09-05 18:44:32
2022-09-26 16:48:52
2022-10-05 21:46:15
2022-09-23 17:54:51
2022-09-14 16:51:55
2022-10-09 16:24:56
2022-10-02 17:51:25
2022-09-18 15:27:21
2022-09-04 21:40:57
2022-10-09 22:45:09
2022-10-08 21:44:19
2022-10-07 21:52:00
2022-10-07 19:34:49
2022-10-06 20:38:53
2022-10-07 05:30:20
2022-10-02 22:11:24
2022-09-30 05:24:57
2022-09-28 01:27:13
2022-09-21 06:40:45
2022-09-19 07:07:12
2022-09-15 05:10:00
2022-10-10 01:51:13
2022-10-08 15:04:57
2022-09-12 02:50:24
2022-10-01 16:14:38
2022-09-07 23:16:03
2022-09-05 16:36:21
",0,,,,,,,,,,
248808022,chriswalkerllc,2,1780,667,@tsutigersfb,,FALSE,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/304082923_605146004325218_4989575597407905654_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=-a0dPzECXosAX_qdPe0&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AT-s86zq3zje3KsQPO--1Sa-bVXAGql77zPDrymMjEHdPg&oe=6351AE6A&_nc_sid=8fd12b,"2022-09-05 18:44:32
2022-10-11 20:15:35
2022-09-05 18:44:32
2022-09-26 16:48:52
2022-10-05 21:46:15
2022-09-23 17:54:51
2022-09-14 16:51:55
2022-10-09 16:24:56
2022-10-02 17:51:25
2022-09-18 15:27:21
2022-09-04 21:40:57
2022-10-09 22:45:09
2022-10-08 21:44:19
2022-10-07 21:52:00
2022-10-07 19:34:49
2022-10-06 20:38:53
2022-10-07 05:30:20
2022-10-02 22:11:24
2022-09-30 05:24:57
2022-09-28 01:27:13
2022-09-21 06:40:45
2022-09-19 07:07:12
2022-09-15 05:10:00
2022-10-10 01:51:13
2022-10-08 15:04:57
2022-09-12 02:50:24
2022-10-01 16:14:38
2022-09-07 23:16:03
2022-09-05 16:36:21
",0,,,,,,,,,,
292327584,dj_quep,26,3675,6790,"Ayy que p let me hold a zip
Tour/club dj/mixtape EP host  
QVSN The Brand 
Coalition Djs 
Loverboy collective ❤️
Dm for slots,spins ,and deal
Tap in",https://dj-que-p-services.mailchimpsites.com/,FALSE,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/307421007_183797307510848_7015650945916982664_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=ilWg1JE3y5cAX96owcl&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AT_ThEqUSabCVEpGpjZ6enVpclySdYbqK_xFor9bGfkUmA&oe=6351D68F&_nc_sid=8fd12b,"2022-09-05 18:44:32
2022-10-11 20:15:35
2022-09-05 18:44:32
2022-09-26 16:48:52
2022-10-05 21:46:15
2022-09-23 17:54:51
2022-09-14 16:51:55
2022-10-09 16:24:56
2022-10-02 17:51:25
2022-09-18 15:27:21
2022-09-04 21:40:57
2022-10-09 22:45:09
2022-10-08 21:44:19
2022-10-07 21:52:00
2022-10-07 19:34:49
2022-10-06 20:38:53
2022-10-07 05:30:20
2022-10-02 22:11:24
2022-09-30 05:24:57
2022-09-28 01:27:13
2022-09-21 06:40:45
2022-09-19 07:07:12
2022-09-15 05:10:00
2022-10-10 01:51:13
2022-10-08 15:04:57
2022-09-12 02:50:24
2022-10-01 16:14:38
2022-09-07 23:16:03
2022-09-05 16:36:21
2022-10-02 07:58:25
2022-09-22 03:08:20
2022-09-17 08:45:59
2022-09-09 09:53:32
",0,,,,,,,,,,
2063944734,emuneyyy,15,6016,2595,"Defensive End at @tsutigersfb 
Tjsosagang 99problems💕",,FALSE,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/284790524_1816095505263724_8921243087095800347_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=5byRig5rxw0AX_nPP7a&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AT8u0aHeDzBiM0TFE4wa3S7SnpyVeZ0MsYETgTbBtag4SA&oe=635274EF&_nc_sid=8fd12b,"2022-09-05 18:44:32
2022-10-11 20:15:35
2022-09-05 18:44:32
2022-09-26 16:48:52
2022-10-05 21:46:15
2022-09-23 17:54:51
2022-09-14 16:51:55
2022-10-09 16:24:56
2022-10-02 17:51:25
2022-09-18 15:27:21
2022-09-04 21:40:57
2022-10-09 22:45:09
2022-10-08 21:44:19
2022-10-07 21:52:00
2022-10-07 19:34:49
2022-10-06 20:38:53
2022-10-07 05:30:20
2022-10-02 22:11:24
2022-09-30 05:24:57
2022-09-28 01:27:13
2022-09-21 06:40:45
2022-09-19 07:07:12
2022-09-15 05:10:00
2022-10-10 01:51:13
2022-10-08 15:04:57
2022-09-12 02:50:24
2022-10-01 16:14:38
2022-09-07 23:16:03
2022-09-05 16:36:21
2022-10-02 07:58:25
2022-09-22 03:08:20
2022-09-17 08:45:59
2022-09-09 09:53:32
",0,,,,,,,,,,
33899598545,414highclassmedia,245,14568,7496,"Work hard.. Dream BIG #HCMG4L
BACK UP ACCOUNT 👉🏽@highclassmediagroup 
YOUTUBE LINK BELOW ⬇️",https://www.youtube.com/user/MrOneilent,FALSE,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/128390387_433410111160354_3338995405633939348_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=e1NkUC_1pdkAX9ZTEaZ&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AT9Y0msH1J4DvRUE9wPy3VRJxaCMIzMIpJ8wYd3VTyHwyA&oe=6351E473&_nc_sid=8fd12b,"2022-09-05 18:44:32
2022-10-11 20:15:35
2022-09-05 18:44:32
2022-09-26 16:48:52
2022-10-05 21:46:15
2022-09-23 17:54:51
2022-09-14 16:51:55
2022-10-09 16:24:56
2022-10-02 17:51:25
2022-09-18 15:27:21
2022-09-04 21:40:57
2022-10-09 22:45:09
2022-10-08 21:44:19
2022-10-07 21:52:00
2022-10-07 19:34:49
2022-10-06 20:38:53
2022-10-07 05:30:20
2022-10-02 22:11:24
2022-09-30 05:24:57
2022-09-28 01:27:13
2022-09-21 06:40:45
2022-09-19 07:07:12
2022-09-15 05:10:00
2022-10-10 01:51:13
2022-10-08 15:04:57
2022-09-12 02:50:24
2022-10-01 16:14:38
2022-09-07 23:16:03
2022-09-05 16:36:21
2022-10-02 07:58:25
2022-09-22 03:08:20
2022-09-17 08:45:59
2022-09-09 09:53:32
",0,,,,,,,,,,
